7月4日（木曜日）,小野寺 五典安全保障調査会長,天童市アンジェリーナ （ 天童市鍬ノ町2-1-50 ）
7月9日（火曜日）,小野寺 五典安全保障調査会長,サングリーン三次 （ 三次市十日市東4丁目1-30 ）
7月14日（日曜日）,小野寺 五典安全保障調査会長,イオン東根店北側 （ 東根市さくらんぼ駅前3-7-15 ）
7月15日（月曜日）,小野寺 五典安全保障調査会長,はんぎーホール （ 神埼市千代田町直鳥57番地1 ）
7月17日（水曜日）,小野寺 五典安全保障調査会長,ミッフィーカフェかまいし前 （ 釜石市大町1-1-10 ）
7月18日（木曜日）,小野寺 五典安全保障調査会長,叶や前 （ 広島市中区本通7-21 ）
7月19日（金曜日）,小野寺 五典安全保障調査会長,浅間温泉文化センター （ 松本市浅間温泉2-6-1 ）
7月9日（火曜日）,平沢 勝栄総務会長代理,ルネサンス棚倉 （ 東白川郡棚倉町大字関口字一本松４３-１ ）
7月11日（木曜日）,平沢 勝栄総務会長代理,柏崎農協小国支店駐車場 （ 長岡市小国町法坂808-1 ）
7月14日（日曜日）,平沢 勝栄総務会長代理,湖南市甲西文化ホール （ 湖南市中央5-57 ）
7月19日（金曜日）,平沢 勝栄総務会長代理,岩手県公会堂 （ 盛岡市内丸11-2 ）
7月9日（火曜日）,小渕 優子組織運動本部長代理,秋川キララホール （ あきる野市秋川1-16-1 ）
7月12日（金曜日）,小渕 優子組織運動本部長代理,鹿児島市民文化ホール （ 鹿児島市与次郎2-3-1 ）
7月13日（土曜日）,小渕 優子組織運動本部長代理,武蔵野芸能劇場 （ 武蔵野市中町1-15-10 ）
7月14日（日曜日）,小渕 優子組織運動本部長代理,県民広場前 （ 那覇市泉崎1-2 ）
7月15日（月曜日）,小渕 優子組織運動本部長代理,転作研修センター （ 伊那市長谷溝口1394 ）
7月16日（火曜日）,小渕 優子組織運動本部長代理,ショッピングセンターメルシー （ 黒部市新牧野311 ）
7月17日（水曜日）,小渕 優子組織運動本部長代理,基山町民会館 （ 基山町大字宮浦666番地 ）
7月2日（火曜日）,朝日 健太郎青年局長代理,新橋駅SL広場
7月10日（水曜日）,朝日 健太郎青年局長代理,小松原　北組公民館 （ 長野市篠ノ井小松原1410-2 ）
7月13日（土曜日）,朝日 健太郎青年局長代理,杵築市健康福祉センター
7月16日（火曜日）,朝日 健太郎青年局長代理,アリオ八尾 （ 八尾市光町2-3 ）
7月17日（水曜日）,朝日 健太郎青年局長代理,桑名駅前
7月20日（土曜日）,朝日 健太郎青年局長代理,秋葉原駅電気街口
